AIRFOIL
1.0000000 -0.0000000
0.9997431 -0.0000130
0.9989727 -0.0000528
0.9976896 -0.0001222
0.9958950 -0.0002264
0.9935909 -0.0003710
0.9907796 -0.0005648
0.9874640 -0.0008175
0.9836474 -0.0011378
0.9793339 -0.0015414
0.9745279 -0.0020376
0.9692342 -0.0026383
0.9634584 -0.0033635
0.9572063 -0.0042185
0.9504844 -0.0052197
0.9432997 -0.0063824
0.9356594 -0.0077102
0.9275714 -0.0092221
0.9190441 -0.0109224
0.9100861 -0.0128132
0.9007068 -0.0149141
0.8909157 -0.0172150
0.8807230 -0.0197197
0.8701390 -0.0224352
0.8591747 -0.0253471
0.8478413 -0.0284569
0.8361504 -0.0317560
0.8241142 -0.0352292
0.8117449 -0.0388720
0.7990553 -0.0426644
0.7860583 -0.0465906
0.7727675 -0.0506360
0.7591963 -0.0547779
0.7453588 -0.0589975
0.7312691 -0.0632714
0.7169419 -0.0675804
0.7023917 -0.0718983
0.6876335 -0.0762028
0.6726825 -0.0804770
0.6575541 -0.0846855
0.6422638 -0.0888178
0.6268273 -0.0928535
0.6112605 -0.0967580
0.5955793 -0.1005308
0.5797999 -0.1041447
0.5639386 -0.1075802
0.5480115 -0.1108387
0.5320351 -0.1138872
0.5160258 -0.1167276
0.5000000 -0.1193600
0.4839742 -0.1217462
0.4679649 -0.1239120
0.4519885 -0.1258450
0.4360614 -0.1275288
0.4202001 -0.1289858
0.4044207 -0.1301986
0.3887395 -0.1311726
0.3731727 -0.1319243
0.3577362 -0.1324311
0.3424459 -0.1327177
0.3273175 -0.1327902
0.3123665 -0.1326298
0.2976083 -0.1322681
0.2830581 -0.1316981
0.2687309 -0.1309179
0.2546412 -0.1299499
0.2408037 -0.1287783
0.2272325 -0.1274162
0.2139417 -0.1258769
0.2009447 -0.1241337
0.1882551 -0.1222157
0.1758858 -0.1201195
0.1638496 -0.1178272
0.1521587 -0.1153654
0.1408253 -0.1127171
0.1298610 -0.1098811
0.1192770 -0.1068772
0.1090843 -0.1036735
0.0992932 -0.1002921
0.0899139 -0.0967426
0.0809559 -0.0929823
0.0724286 -0.0890581
0.0643406 -0.0849566
0.0567003 -0.0806596
0.0495156 -0.0762106
0.0427937 -0.0715768
0.0365416 -0.0667755
0.0307658 -0.0618453
0.0254721 -0.0567232
0.0206661 -0.0514796
0.0163526 -0.0461277
0.0125360 -0.0406036
0.0092204 -0.0350130
0.0064091 -0.0293223
0.0041050 -0.0235088
0.0023104 -0.0177049
0.0010273 -0.0117540
0.0002569 -0.0056541
0.0000000 -0.0000000
0.0002569 0.0032296
0.0010273 0.0067054
0.0023104 0.0100795
0.0041050 0.0133445
0.0064091 0.0165842
0.0092204 0.0197157
0.0125360 0.0227473
0.0163526 0.0256958
0.0206661 0.0284966
0.0254721 0.0311875
0.0307658 0.0337619
0.0365416 0.0361813
0.0427937 0.0384874
0.0495156 0.0406639
0.0567003 0.0427092
0.0643406 0.0446502
0.0724286 0.0464740
0.0809559 0.0482021
0.0899139 0.0498521
0.0992932 0.0514172
0.1090843 0.0529288
0.1192770 0.0543957
0.1298610 0.0558257
0.1408253 0.0572407
0.1521587 0.0586482
0.1638496 0.0600609
0.1758858 0.0614905
0.1882551 0.0629435
0.2009447 0.0644279
0.2139417 0.0659475
0.2272325 0.0675050
0.2408037 0.0690993
0.2546412 0.0707280
0.2687309 0.0723851
0.2830581 0.0740631
0.2976083 0.0757508
0.3123665 0.0774351
0.3273175 0.0791039
0.3424459 0.0807341
0.3577362 0.0823128
0.3731727 0.0838215
0.3887395 0.0852295
0.4044207 0.0865283
0.4202001 0.0876898
0.4360614 0.0886891
0.4519885 0.0895200
0.4679649 0.0901443
0.4839742 0.0905558
0.5000000 0.0907487
0.5160258 0.0906756
0.5320351 0.0903591
0.5480115 0.0897817
0.5639386 0.0889209
0.5797999 0.0878017
0.5955793 0.0864036
0.6112605 0.0847351
0.6268273 0.0828202
0.6422638 0.0806382
0.6575541 0.0782277
0.6726825 0.0756056
0.6876335 0.0727662
0.7023917 0.0697591
0.7169419 0.0665950
0.7312691 0.0632947
0.7453588 0.0598981
0.7591963 0.0564183
0.7727675 0.0528907
0.7860583 0.0493455
0.7990553 0.0458002
0.8117449 0.0422905
0.8241142 0.0388384
0.8361504 0.0354676
0.8478413 0.0322004
0.8591747 0.0290565
0.8701390 0.0260546
0.8807230 0.0232056
0.8909157 0.0205278
0.9007068 0.0180259
0.9100861 0.0157039
0.9190441 0.0135760
0.9275714 0.0116319
0.9356594 0.0098740
0.9432997 0.0083023
0.9504844 0.0069028
0.9572063 0.0056746
0.9634584 0.0046052
0.9692342 0.0036806
0.9745279 0.0028967
0.9793339 0.0022345
0.9836474 0.0016828
0.9874640 0.0012327
0.9907796 0.0008682
0.9935909 0.0005806
0.9958950 0.0003599
0.9976896 0.0001970
0.9989727 0.0000859
0.9997431 0.0000212
1.0000000 0.0000000
