AIRFOIL
1.0000000 -0.0000000
0.9997431 -0.0000129
0.9989727 -0.0000516
0.9976896 -0.0001167
0.9958950 -0.0002091
0.9935909 -0.0003297
0.9907796 -0.0004803
0.9874640 -0.0006626
0.9836474 -0.0008786
0.9793339 -0.0011317
0.9745279 -0.0014241
0.9692342 -0.0017590
0.9634584 -0.0021419
0.9572063 -0.0025749
0.9504844 -0.0030635
0.9432997 -0.0036135
0.9356594 -0.0042279
0.9275714 -0.0049150
0.9190441 -0.0056793
0.9100861 -0.0065245
0.9007068 -0.0074630
0.8909157 -0.0084949
0.8807230 -0.0096272
0.8701390 -0.0108707
0.8591747 -0.0122241
0.8478413 -0.0136973
0.8361504 -0.0152952
0.8241142 -0.0170163
0.8117449 -0.0188727
0.7990553 -0.0208604
0.7860583 -0.0229787
0.7727675 -0.0252382
0.7591963 -0.0276267
0.7453588 -0.0301456
0.7312691 -0.0327944
0.7169419 -0.0355605
0.7023917 -0.0384431
0.6876335 -0.0414308
0.6726825 -0.0445107
0.6575541 -0.0476765
0.6422638 -0.0509094
0.6268273 -0.0541959
0.6112605 -0.0575198
0.5955793 -0.0608625
0.5797999 -0.0642051
0.5639386 -0.0675258
0.5480115 -0.0708078
0.5320351 -0.0740232
0.5160258 -0.0771535
0.5000000 -0.0801825
0.4839742 -0.0830702
0.4679649 -0.0858127
0.4519885 -0.0883847
0.4360614 -0.0907537
0.4202001 -0.0929198
0.4044207 -0.0948498
0.3887395 -0.0965293
0.3731727 -0.0979600
0.3577362 -0.0990993
0.3424459 -0.0999609
0.3273175 -0.1005400
0.3123665 -0.1007991
0.2976083 -0.1007715
0.2830581 -0.1004406
0.2687309 -0.0997988
0.2546412 -0.0988767
0.2408037 -0.0976529
0.2272325 -0.0961508
0.2139417 -0.0943958
0.2009447 -0.0923628
0.1882551 -0.0901037
0.1758858 -0.0876282
0.1638496 -0.0849342
0.1521587 -0.0820705
0.1408253 -0.0790391
0.1298610 -0.0758619
0.1192770 -0.0725763
0.1090843 -0.0691789
0.0992932 -0.0657083
0.0899139 -0.0621888
0.0809559 -0.0586153
0.0724286 -0.0550321
0.0643406 -0.0514467
0.0567003 -0.0478657
0.0495156 -0.0443201
0.0427937 -0.0408052
0.0365416 -0.0373358
0.0307658 -0.0339317
0.0254721 -0.0305698
0.0206661 -0.0272776
0.0163526 -0.0240576
0.0125360 -0.0208770
0.0092204 -0.0177722
0.0064091 -0.0147186
0.0041050 -0.0116922
0.0023104 -0.0087400
0.0010273 -0.0057720
0.0002569 -0.0027677
0.0000000 -0.0000000
0.0002569 0.0032941
0.0010273 0.0068402
0.0023104 0.0102841
0.0041050 0.0136186
0.0064091 0.0169298
0.0092204 0.0201336
0.0125360 0.0232381
0.0163526 0.0262604
0.0206661 0.0291340
0.0254721 0.0318966
0.0307658 0.0345405
0.0365416 0.0370244
0.0427937 0.0393898
0.0495156 0.0416177
0.0567003 0.0437038
0.0643406 0.0456739
0.0724286 0.0475114
0.0809559 0.0492359
0.0899139 0.0508634
0.0992932 0.0523821
0.1090843 0.0538236
0.1192770 0.0551943
0.1298610 0.0564981
0.1408253 0.0577581
0.1521587 0.0589787
0.1638496 0.0601721
0.1758858 0.0613514
0.1882551 0.0625206
0.2009447 0.0636904
0.2139417 0.0648665
0.2272325 0.0660508
0.2408037 0.0672477
0.2546412 0.0684563
0.2687309 0.0696742
0.2830581 0.0708988
0.2976083 0.0721227
0.3123665 0.0733382
0.3273175 0.0745379
0.3424459 0.0757053
0.3577362 0.0768322
0.3731727 0.0779055
0.3887395 0.0789025
0.4044207 0.0798174
0.4202001 0.0806291
0.4360614 0.0813188
0.4519885 0.0818814
0.4679649 0.0822878
0.4839742 0.0825323
0.5000000 0.0826100
0.5160258 0.0824836
0.5320351 0.0821693
0.5480115 0.0816526
0.5639386 0.0809145
0.5797999 0.0799733
0.5955793 0.0788113
0.6112605 0.0774335
0.6268273 0.0758572
0.6422638 0.0740638
0.6575541 0.0720824
0.6726825 0.0699248
0.6876335 0.0675833
0.7023917 0.0650969
0.7169419 0.0624718
0.7312691 0.0597222
0.7453588 0.0568800
0.7591963 0.0539526
0.7727675 0.0509677
0.7860583 0.0479500
0.7990553 0.0449095
0.8117449 0.0418774
0.8241142 0.0388708
0.8361504 0.0359066
0.8478413 0.0330064
0.8591747 0.0301848
0.8701390 0.0274579
0.8807230 0.0248381
0.8909157 0.0223387
0.9007068 0.0199679
0.9100861 0.0177318
0.9190441 0.0156412
0.9275714 0.0136941
0.9356594 0.0118942
0.9432997 0.0102439
0.9504844 0.0087369
0.9572063 0.0073744
0.9634584 0.0061504
0.9692342 0.0050575
0.9745279 0.0040944
0.9793339 0.0032502
0.9836474 0.0025187
0.9874640 0.0018950
0.9907796 0.0013698
0.9935909 0.0009378
0.9958950 0.0005931
0.9976896 0.0003303
0.9989727 0.0001458
0.9997431 0.0000363
1.0000000 0.0000000
